RPTID	YR	NAME	OPID	STADD	CITY	COUNT	ST	ZIP	HSTAD	HCITY	HCNTY	HST	HZIP	STOP	B1M_1	B1M_2	B1M_3	B1M_4	B1M_5	B1M_6	B1M_7	B1M_8	B1M_9	B1M_10	B1MT	B1S_1	B1S_2	B1S_3	B1S_4	B1S_5	B1S_6	B1S_7	B1S_8	B1S_9	B1S_10	B1ST	STM_1	STM_2	STM_3	STM_4	STM_5	STM_6	STMT	DIM_1	DIM_2	DIM_3	DIM_4	DIM_5	DIM_6	DIMT	CUM_1	CUM_2	CUM_3	CUM_4	CUM_5	CUM_6	CUMT	CIM_1	CIM_2	CIM_3	CIM_4	CIM_5	CIM_6	CIMT	PVCM_1	PVCM_2	PVCM_3	PVCM_4	PVCM_5	PVCM_6	PVCMT	PEM_1	PEM_2	PEM_3	PEM_4	PEM_5	PEM_6	PEMT	ABSM_1	ABSM_2	ABSM_3	ABSM_4	ABSM_5	ABSM_6	ABSMT	OT1M_1	OT1M_2	OT1M_3	OT1M_4	OT1M_5	OT1M_6	OT1MT	OT2M_1	OT2M_2	OT2M_3	OT2M_4	OT2M_5	OT2M_6	OT2MT	TOTM_1	TOTM_2	TOTM_3	TOTM_4	TOTM_5	TOTM_6	TOTMT	AVER	STS_1	STS_2	STS_3	STS_4	STS_5	STS_6	STST	DIS_1	DIS_2	DIS_3	DIS_4	DIS_5	DIS_6	DIST	CUS_1	CUS_2	CUS_3	CUS_4	CUS_5	CUS_6	CUST	CIS_1	CIS_2	CIS_3	CIS_4	CIS_5	CIS_6	CIST	PVCS_1	PVCS_2	PVCS_3	PVCS_4	PVCS_5	PVCS_6	PVCST	PES_1	PES_2	PES_3	PES_4	PES_5	PES_6	PEST	ABSS_1	ABSS_2	ABSS_3	ABSS_4	ABSS_5	ABSS_6	ABSST	OT1S_1	OT1S_2	OT1S_3	OT1S_4	OT1S_5	OT1S_6	OT1ST	OT2S_1	OT2S_2	OT2S_3	OT2S_4	OT2S_5	OT2S_6	OT2ST	TOTS_1	TOTS_2	TOTS_3	TOTS_4	TOTS_5	TOTS_6	TOTST	CM	CS	TM	TS	OM	OS	CDM	CDS	MDM	MDS	OTHM	OTHS	KNLK	FEDLK	UNACC	COMMENTS	PNAME	PHONE	DOE	DOC	
19980771	1998	FERRELLGAS	13772	6982 BARBOUR ROAD	WEST PALM BEACH	PALM BEACH	FL	33437	1 LIBERTY PLAZA	LIBERTY		MO	64068	FL	0	4	0	0	0	0	0	0	0	0	4	0	232	0	0	0	0	0	0	0	0	232	0	4	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0	0	0	0	4	0	0	0	232	0	0	0	232	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	232	0	0	0	232	0	0	0	3	0	0	0	0	0	0	0	4	7	0	0		STEVEN BEST	5618449717	6/4/1999		
19980773	1998	NORTH SHORE GAS CO	13660	3001 W. GRAND AVENUE	WAUKEGAN	LAKE	IL	60085						IL	13	0	4	1416	669	0	0	0	0	0	2102	471	52	232	57038	72593	0	0	185	0	0	130571	0	865	298	203	65	2	1433	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	432	178	59	0	0	669	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1296	476	263	65	2	2102	0	2593	952	525	130	4	4204	89	0	55942	1767	65	18	1	57793	0	0	0	0	0	0	0	0	185	0	0	0	0	185	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	65037	7518	39	1	0	72595	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	121164	9285	104	19	1	130573	35	103	42	126	0	5	0	2	5	2	195	439	109	9	0.37		G.F. ARMSTRON	3122404713	6/4/1999		
19980774	1998	NATIONAL GAS & OIL CORP	13302	1500 GRANVILLE ROAD PO BOX 4970	NEWARK	LICKING	OH	43055						OH	171	0	64	195	486	0	0	0	0	0	916	4088	0	0	2703	18421	0	0	0	0	0	25212	0	109	103	206	12	0	430	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	2	0	355	129	0	0	0	484	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	465	233	206	12	0	916	49	0	2411	4338	35	7	0	6791	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	13821	4585	15	0	0	18421	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	16232	8923	50	7	0	25212	372	77	23	15	4	0	4	14	11	33	5	90	171	0	1		D. K. DETTY	6143442102	6/4/1999		
19980775	1998	PEOPLES GAS LIGHT & COKE CO	15329	130 E RANDOLPH DRIVE	CHICAGO	COOK	IL	60601						IL	0	0	0	1222	421	1932	369	0	0	0	3944	9484	0	0	50610	375321	99	530	26633	33459	0	496136	0	232	186	591	186	121	1222	0	0	0	237	47	85	369	0	0	0	0	0	0	0	0	0	16	1448	153	315	1932	0	0	0	0	0	0	0	0	231	129	57	4	0	421	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	463	331	2333	296	521	3944	57	0	2624	40918	15302	1188	62	60094	0	0	0	0	470	60	530	0	1	26632	0	0	0	26633	0	0	0	1	86	12	99	0	0	0	0	0	0	0	0	117775	256988	505	53	0	375321	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	33459	0	0	0	33459	0	120400	357997	15808	1797	134	496136	66	178	129	590	45	18	1	0	0	0	3017	753	512	0	0.28		G.F. ARMSTRONG	3122404713	6/4/1999	8/26/1999	
19980776	1998	OKLAHOMA NATURAL GAS CO	14210	100 WEST FIFTH STREET	TULSA	TULSA	OK	74103						OK	1330	0	0	6865	6863	0	0	0	0	0	15058	71782	0	0	355324	385654	0	0	0	0	0	812760	0	3539	2735	1412	361	147	8194	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5573	1276	15	0	0	6864	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	9112	4011	1427	361	147	15058	22	0	173295	246641	6540	517	113	427106	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	366865	18744	32	13	0	385654	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	540160	265385	6572	530	113	812760	188	234	634	673	97	32	127	88	52	55	593	418	1853	0	1.27		CHRISTY TIDWELL	9185887601	6/4/1999		
19980777	1998	DALTON WATER LIGHT & SINKING FUND COMMISSION	3090	1200 VD PARROT PKWY PO BOX 869	DALTON	WHITFIELD	GA	30720						GA	0	11	0	193	10	0	0	0	0	0	214	0	3644	0	2043	3295	0	0	0	0	0	8982	0	75	92	16	21	0	204	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	10	0	0	0	0	10	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	85	92	16	21	0	214	60	0	5266	353	30	22	0	5671	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3285	15	12	0	0	3312	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	8551	367	42	22	0	8982	14	33	0	0	0	0	2	3	1	5	3	6	10	0	0.38		JOSEPH L MARTIN	7062781313	6/4/1999		
19980778	1998	LEITCHFIELD GAS SYSTEM UTILITIES	11368	314 WEST WHITE OAK STREET	LEITCHFIELD	GRAYSON	KY	42754						KY	0	0	0	38	41	0	0	0	0	0	79	0	0	0	446	1575	0	0	0	0	0	2021	0	5	1	32	0	0	38	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	23	18	0	0	0	41	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	28	19	32	0	0	79	0	0	439	4	3	0	0	446	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1539	35	1	0	0	1575	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1978	39	4	0	0	2021	0	0	0	0	2	6	0	0	0	0	4	61	1	0	4		JIMMY WELLS	5022593541	6/4/1999		
19980779	1998	LEONVILLE GAS SYSTEM	11392	3722 HWY 31	LEONVILLE	ST. LANDRY	LA	70551	P.O. BOX 57	LEONVILLE		LA	70551	LA	0	0	0	0	0	0	0	0	14	0	14	0	0	0	0	0	0	0	0	360	0	360	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	14	0	0	0	14	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	14	0	0	0	14	50	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	357	3	0	0	0	360	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	357	3	0	0	0	360	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.02		BOBBY DEGUEYTER - TOWN MANAGER	3188792601	6/4/1999		
19980780	1998	FULTONDALE GAS BOARD	5700	"P.O. BOX 699, 1210 WALKER CHAPEL RD."	FULTONDALE	JEFFERSON	AL	35068						AL	0	0	0	67	55	56	0	0	0	0	178	1459	0	0	2009	3518	0	0	0	0	0	6986	0	41	21	5	0	0	67	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	8	48	0	0	0	56	0	0	0	0	0	0	0	0	32	23	0	0	0	55	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	81	92	5	0	0	178	135	0	2009	0	0	0	0	2009	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3509	9	0	0	0	3518	0	0	0	0	0	0	0	0	1459	0	0	0	0	1459	0	0	0	0	0	0	0	0	6977	9	0	0	0	6986	16	23	6	35	23	7	9	16	1	2	0	0	20	0	4		LESLIE D SHIPP	2058416456	6/4/1999		
19980781	1998	THE GAS COMPANY	6243	515 KAMAKEE STREET	HONOLULU		HI	96842						HI	210	0	0	181	207	0	0	0	0	0	598	11545	0	0	9441	19456	0	0	395	0	0	40837	0	279	75	34	2	1	391	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	172	25	10	0	0	207	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	450	100	44	2	1	597	50	881	19809	267	28	1	0	20986	0	0	0	0	0	0	0	0	395	0	0	0	0	395	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	19164	273	19	0	0	19456	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	881	39368	540	47	1	0	40837	331	712	12	98	7	23	2	42	5	32	144	1000	272	21	1.3		EDWIN SAWA	8085945661	6/4/1999		
19980782	1998	SABULA MUNICIPAL GAS	18016	411 BROAD STREET	SABULA	JACKSON	IA	52070						IA	0	0	0	4	0	0	0	0	0	0	4	0	0	0	324	11	0	0	0	0	0	335	0	3	1	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	1	0	0	0	4	60	0	318	6	0	0	0	324	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	11	0	0	0	0	11	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	329	6	0	0	0	335	0	0	0	0	0	0	0	1	0	0	0	7	11	0	0.01		TM COTTON	3196872420	6/4/1999		
19980783	1998	GAS UTIL DIST # 1	6227	10633 ZACHARY-DEERFORD ROAD	ZACHARY		LA	70791						LA	0	0	0	71	104	0	0	0	0	0	175	0	0	0	3282	0	0	0	0	0	0	3282	0	42	29	0	0	0	71	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	60	13	0	0	0	73	0	22	0	0	0	0	22	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	133	42	0	0	0	175	30	0	3277	5	0	0	0	3282	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3277	5	0	0	0	3282	4	13	5	17	7	2	7	13	2	19	4	7	0	0	0.31		RANDALL L CROFT	2256544020	6/4/1999		
19980784	1998	PRESTONSBURG CITY UTILITIES	15854	2560 SOUTH LAKE DRIVE	PRESTONSBURG	FLOYD	KY	41653						KY	0	0	0	0	43	0	0	0	0	0	43	0	0	0	0	879	0	0	0	0	0	879	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	14	16	13	0	0	43	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	14	16	13	0	0	43	30	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	854	22	2	1	0	879	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	854	22	2	1	0	879	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2.29		DAVID M. ELLIS	6068866871	6/4/1999		
19980785	1998	"ENTERGY NEW ORLEANS, INC"	13360	3734 TULANE AVE	NEW ORLEANS	ORLEANS	LA	70112						LA	0	0	0	1027	70	348	1	0	0	0	1446	0	82698	0	45172	5437	0	0	0	0	0	133307	0	429	153	377	37	30	1026	0	0	0	1	0	0	1	0	0	0	0	0	0	0	0	1	44	233	45	26	349	0	0	0	0	0	0	0	0	54	16	0	0	0	70	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	484	213	611	82	56	1446	43	0	42334	84278	1152	98	6	127868	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	19	0	0	0	0	19	0	0	0	0	0	0	0	0	4931	480	8	1	0	5420	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	47284	84758	1160	99	6	133307	11	274	26	44	55	27	1	2	84	46	124	27	18	0	3.42		HARRY  W RITCHIE	5045953562	6/4/1999		
19980786	1998	DAYTON POWER & LIGHT CO	3170	1900 DRYDEN ROAD	DAYTON	MONTGOMERY	OH	45439	1065 WOODMAN DRIVE	DAYTON	MONTGOMERY	OH	45432	OH	554	355	47	2389	1254	188	0	0	1	0	4788	33800	37257	2847	140962	79948	0	0	0	65	0	294879	0	1052	1444	682	91	76	3345	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	12	112	59	4	1	188	0	0	0	0	0	0	0	0	523	639	92	0	0	1254	0	0	0	0	0	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	1588	2195	833	95	77	4788	50	0	40410	172470	1901	79	6	214866	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	65386	14469	91	2	0	79948	0	0	0	0	0	0	0	65	0	0	0	0	0	65	0	0	0	0	0	0	0	65	105796	186939	1992	81	6	294879	307	921	85	109	16	27	8	24	41	100	68	204	342	0	1.5		GERALD CZEKALSKI	9373314249	6/4/1999		
19980787	1998	NORTHWEST NATURAL GAS CO	13840	220 NW SECOND AVENUE	PORTLAND	MULTNOMAH	OR	97209						OR	147	0	44	6291	3133	10	0	0	0	0	9625	29333	0	963	200881	222563	0	0	0	0	0	453740	0	4961	942	490	73	16	6482	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	8	1	1	0	10	0	0	0	0	0	0	0	0	2694	398	41	0	0	3133	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7655	1348	532	74	16	9625	76	0	222651	8120	363	37	6	231177	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	221519	961	80	3	0	222563	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	444170	9081	443	40	6	453740	284	249	402	969	5	3	37	45	7	13	44	43	256	0	1		SHERI L CLARK	5032264211	6/4/1999		
19980788	1998	NORTHWEST NATURAL GAS CO	13840	220 NW SECOND AVENUE	PORTLAND	MULTNOMAH	OR	97209						WA	16	0	4	367	706	0	0	0	0	0	1093	295	0	20	5363	28508	0	0	0	0	0	34186	0	245	90	52	0	0	387	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	593	109	4	0	0	706	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	838	199	56	0	0	1093	76	0	5595	63	20	0	0	5678	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	28384	115	7	2	0	28508	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	33979	178	27	2	0	34186	18	5	76	69	0	1	4	12	1	0	0	1	21	0	1		SHERI L CLARK	5032264211	6/4/1999		
19980789	1998	NORTHERN STATES POWER CO	13782	825 RICE ST	ST PAUL	RAMSEY	MN	55117	414 NICOLLET MALL	MINNEAPOLIS	HENNEPIN	MN	55401	ND	15	4	0	199	438	1	0	0	0	0	657	112	660	0	4380	32398	0	0	0	0	0	37550	0	84	53	46	30	5	218	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1	0	0	0	0	0	0	0	0	337	75	26	0	0	438	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	421	128	72	31	5	657	88	0	0	5087	60	4	1	5152	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	27261	5117	20	0	0	32398	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	27261	10204	80	4	1	37550	2	1	12	119	1	23	2	27	14	33	1	2	0	0	2.72		NICK BOOSALIS	6512292317	6/4/1999		
19980790	1998	NORTHERN STATES POWER CO	13782	825 RICE ST	ST PAUL	RAMSEY	MN	55117	414 NICOLLET MALL	MINNEAPOLIS	HENNEPIN	MN	55401	SD	0	0	0	0	1	0	0	0	0	0	1	0	0	0	0	3	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	1	600	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	1	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	1	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		NICK BOOSALIS	6512292317	6/4/1999		
19980791	1998	NORTHERN STATES POWER CO	13782	825 RICE ST	ST PAUL	RAMSEY	MN	55117	414 NICOLLET MALL	MINNEAPOLIS	HENNEPIN	MN	55401	MN	72	215	0	1084	5472	81	0	0	0	0	6924	4214	18912	0	24684	293417	0	0	0	0	0	341227	0	446	475	334	91	25	1371	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	55	15	10	1	81	0	0	0	0	0	0	0	0	3795	1455	222	0	0	5472	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4241	1985	571	101	26	6924	88	0	0	47336	409	65	0	47810	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	232761	60287	368	1	0	293417	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	232761	107623	777	66	0	341227	34	227	104	581	36	192	23	97	570	747	29	104	202	0	0		NICK BOOSALIS	6512292317	6/4/1999		
19980792	1998	SHENANDOAH GAS CO	18292	350 HILLANDALE LAN	WINCHESTER	FREDERICK	VA	22602						WV	0	0	0	49	59	0	0	0	0	0	108	0	0	0	882	2465	0	0	171	0	0	3518	0	6	17	25	1	0	49	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	29	15	14	1	0	59	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	35	32	39	2	0	108	67	0	529	350	3	0	0	882	0	0	0	0	0	0	0	0	165	6	0	0	0	171	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2377	83	4	1	0	2465	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3071	439	7	1	0	3518	1	1	3	5	0	0	0	0	0	0	4	0	7	0	1		RANDALL RITTER	5408691111	6/4/1999		
19980793	1998	SHENANDOAH GAS CO	18292	350 HILLANDALE	WINCHESTER	FREDERICK	VA	22602						VA	0	1	0	128	155	0	0	0	0	0	284	0	3	0	2650	7185	0	0	0	0	0	9838	0	64	32	32	1	0	129	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	64	34	47	10	0	155	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	128	66	79	11	0	284	86	0	2516	125	12	0	0	2653	0	0	0	0	0	0	0	0	0	6	0	0	0	6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6975	192	15	3	0	7185	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	9491	317	27	3	0	9838	5	0	6	17	0	0	2	1	0	0	3	10	19	0	1		RANDALL RITTER	5408691111	6/4/1999		
19980794	1998	SOUTHEASTERN NATURAL GAS CO	18465	9320 BLACK RUN ROAD	NASHPORT	MUSKINGUM	OH	43830						OH	0	0	50	18	46	0	0	0	0	0	114	0	0	0	0	715	0	0	0	0	0	715	0	0	23	45	0	0	68	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	44	2	0	0	0	46	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	44	25	45	0	0	114	75	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	706	9	0	0	0	715	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	706	9	0	0	0	715	17	7	3	4	2	0	0	0	0	0	0	0	0	0	3		WILLIAM F MOORE	7408289100	6/4/1999		
19980795	1998	SEMCO ENERGY GAS CO - BATTLE CREEK DIV	1176	2915 LAPEER ROAD PO BOX 5004	PORT HURON	ST CLAIR	MI	48061						MI	0	0	0	171	381	160	0	0	0	0	712	3531	5646	149	3873	22489	0	0	0	0	0	35688	0	76	58	25	8	4	171	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	88	63	4	1	160	0	0	0	0	0	0	0	0	157	155	69	0	0	381	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	237	301	157	12	5	712	99	13164	33	0	0	2	0	13199	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	254	16275	5882	73	5	0	22489	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	13418	16308	5882	73	7	0	35688	29	29	13	119	10	8	0	2	8	8	5	4	15	0	0.55		ELISABETH BARR	8109877900	6/4/1999	6/8/2000	
19980796	1998	SEMCO ENERGY GAS COMPANY	18472	2915 LAPEER ROAD PO BOX 5004	PORT HURON	ST. CLAIR	MI	48061						MI	2	0	20	1053	1135	0	0	0	0	0	2210	41	45	176	33542	67218	0	0	0	0	0	101022	0	466	68	528	11	2	1075	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	852	109	174	0	0	1135	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1318	177	702	11	2	2210	115	0	32707	1054	29	14	0	33804	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	66436	760	20	2	0	67218	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	99143	1814	49	16	0	101022	160	211	73	423	52	67	5	30	31	80	40	23	145	0	1.83		ELISABETH BARR	8109877900	6/4/1999	6/8/2000	
19980797	1998	MICHIGAN GAS CO	12410	2915 LAPEER RD PO BOX 5004	PORT HURON	ST. CLAIR	MI	48061						MI	95	0	891	1258	4	0	0	0	0	0	2248	382	0	14954	85086	0	0	0	1694	0	0	102116	0	488	327	153	18	0	986	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	1	1	0	4	0	0	0	0	0	0	0	0	761	469	28	0	0	1258	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1249	798	182	19	0	2248	125	0	13457	1824	49	5	1	15336	0	0	0	0	0	0	0	0	1694	0	0	0	0	1694	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	84522	488	76	0	0	85086	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	99673	2312	125	5	1	102116	101	64	37	42	6	41	54	123	31	248	48	8	42	0	1.83		ELISABETH BARR	8109877900	6/4/1999	6/8/2000	
19980798	1998	MI - GAS PROPANE COMPANY	30068	2915 LAPEER ROAD PO BOX 5004	PORT HURON	ST CLAIR	MI	48061						MI	0	0	0	0	1	0	0	0	0	0	1	0	0	0	0	163	0	0	0	0	0	163	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	1	55	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	163	0	0	0	0	163	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	163	0	0	0	0	163	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		ELISABETH BARR	8109877900	6/4/1999		
